aX,aY,aZ,gX,gY,gZ
0.997,-0.034,-0.256,-6.348,4.028,1.099
1.014,0.018,-0.252,-6.531,3.113,-0.366
1.004,0.011,-0.246,-5.615,1.953,-1.831
0.994,-0.008,-0.239,-3.967,1.526,-1.892
0.992,-0.019,-0.237,-4.089,2.014,-0.977
0.998,-0.009,-0.239,-4.517,2.380,0.000
1.010,-0.001,-0.239,-4.089,1.770,0.000
1.010,-0.011,-0.236,-3.357,0.549,0.061
0.990,-0.018,-0.233,-3.479,0.610,0.488
0.983,-0.006,-0.234,-4.028,2.563,2.197
0.997,0.017,-0.245,-3.845,3.601,2.625
1.008,0.016,-0.249,-2.808,3.967,2.075
1.016,0.000,-0.252,-2.502,3.540,1.648
1.020,-0.004,-0.252,-2.563,3.174,1.587
1.024,-0.004,-0.253,-3.113,2.136,2.441
1.022,0.004,-0.256,-3.296,1.404,2.808
1.019,0.008,-0.255,-3.479,-0.061,2.563
1.015,0.012,-0.249,-3.357,-0.793,1.892
1.015,0.005,-0.245,-2.930,-1.648,0.427
1.007,-0.017,-0.240,-3.113,-1.770,0.305
1.002,-0.015,-0.238,-4.578,-1.404,1.038
1.003,0.017,-0.233,-5.005,-1.160,1.160
1.005,0.025,-0.233,-4.211,-1.099,-0.122
1.005,0.003,-0.229,-3.540,-1.099,-0.732
0.997,-0.011,-0.227,-3.479,-0.793,-0.549
0.990,-0.006,-0.226,-3.967,-0.244,0.000
0.999,0.007,-0.228,-4.333,0.366,0.366
1.007,0.014,-0.228,-3.479,0.488,0.061
1.002,0.004,-0.227,-2.686,0.305,-0.183
0.998,-0.007,-0.227,-2.075,0.793,0.183
0.996,-0.009,-0.231,-2.197,1.099,0.610
1.001,-0.001,-0.233,-2.197,1.404,0.977
1.009,0.006,-0.235,-2.014,1.343,0.916
1.008,0.002,-0.236,-1.770,1.404,0.854
1.000,-0.009,-0.237,-2.014,1.526,0.977
0.999,-0.010,-0.238,-3.113,1.770,0.977
0.999,0.004,-0.243,-3.601,1.953,0.916
1.007,0.015,-0.246,-3.845,2.258,0.854
1.016,0.017,-0.246,-3.113,1.770,0.000
1.010,0.006,-0.243,-2.502,1.221,-0.366
1.000,-0.005,-0.240,-2.197,0.916,0.000
0.995,-0.010,-0.242,-2.441,1.282,0.427
1.002,-0.005,-0.245,-2.625,1.526,0.793
1.011,0.008,-0.246,-2.441,1.282,0.916
1.013,0.011,-0.246,-1.892,0.854,1.038
1.006,0.004,-0.246,-1.587,0.610,1.099
0.999,-0.000,-0.245,-1.587,0.549,1.404
0.999,0.006,-0.246,-1.770,0.793,1.587
1.000,0.011,-0.247,-1.709,0.854,1.526
1.001,0.013,-0.248,-1.282,0.854,0.977
1.008,0.011,-0.249,-1.160,0.854,0.671
1.008,0.006,-0.248,-1.282,0.671,0.000
1.005,-0.008,-0.246,-1.526,0.671,-0.122
1.003,-0.009,-0.247,-2.563,0.793,0.183
1.010,0.004,-0.248,-2.991,0.793,0.183
1.016,0.008,-0.249,-2.869,-0.122,0.000
1.011,0.008,-0.248,-2.502,-0.671,0.122
1.005,0.008,-0.244,-1.892,-1.160,0.000
0.992,0.000,-0.240,-1.648,-1.160,-0.244
0.988,-0.004,-0.238,-1.465,-0.610,-0.122
0.995,-0.006,-0.237,-1.587,-0.183,0.305
1.000,-0.003,-0.237,-1.770,0.183,0.793
0.998,0.006,-0.237,-2.014,0.671,1.404
1.001,0.008,-0.240,-1.953,1.038,1.465
1.004,0.006,-0.242,-1.770,1.343,1.160
1.000,-0.001,-0.241,-1.770,1.282,0.977
1.000,-0.001,-0.242,-2.197,1.465,0.916
1.008,0.008,-0.248,-2.502,1.587,0.916
1.012,0.011,-0.249,-2.563,1.099,0.671
1.009,0.005,-0.247,-2.441,0.610,0.488
1.005,0.001,-0.246,-2.441,0.366,0.305
1.004,0.002,-0.246,-2.686,0.366,0.427
1.001,0.006,-0.246,-2.808,0.305,0.610
0.997,0.007,-0.246,-2.869,0.427,0.427
1.001,0.010,-0.247,-2.808,0.610,0.366
1.006,0.013,-0.247,-2.319,0.732,0.183
1.007,0.009,-0.248,-1.953,0.488,0.061
1.006,0.002,-0.248,-1.587,0.061,0.183
0.996,-0.007,-0.246,-1.831,0.000,0.427
0.994,-0.006,-0.246,-2.686,0.488,1.160
0.999,0.007,-0.248,-3.052,0.793,1.099
1.002,0.012,-0.249,-2.991,0.854,0.427

1.004,0.266,-0.309,99.365,-11.963,-31.494
1.002,0.284,-0.326,131.653,-14.954,-35.645
1.013,0.330,-0.370,149.231,-16.785,-37.292
1.016,0.334,-0.394,186.340,-21.851,-39.795
1.009,0.257,-0.444,204.285,-24.658,-40.588
0.993,0.202,-0.463,233.093,-29.541,-39.307
0.976,0.165,-0.490,243.469,-30.762,-38.208
0.979,0.133,-0.499,260.437,-31.616,-39.673
0.936,0.010,-0.503,266.357,-32.593,-39.978
0.911,-0.017,-0.502,269.287,-32.593,-38.635
0.961,-0.013,-0.503,268.555,-29.297,-37.720
0.978,-0.040,-0.496,267.334,-30.029,-38.696
0.966,-0.099,-0.476,261.902,-31.494,-36.377
0.926,-0.215,-0.419,255.615,-30.029,-32.898
0.906,-0.228,-0.391,235.596,-23.987,-25.513
0.947,-0.242,-0.343,224.304,-19.226,-23.804
0.953,-0.283,-0.327,199.097,-10.193,-21.423
0.915,-0.334,-0.296,183.289,-5.371,-19.165
0.929,-0.310,-0.282,148.682,3.601,-15.808
1.008,-0.284,-0.255,132.751,6.592,-17.029
1.002,-0.319,-0.244,101.379,7.263,-20.691
0.933,-0.381,-0.235,83.862,8.911,-19.653
0.936,-0.367,-0.237,46.997,16.113,-14.832
0.983,-0.265,-0.246,30.457,18.494,-13.855
0.991,-0.209,-0.251,6.836,19.165,-15.564
1.000,-0.124,-0.262,-0.244,18.799,-16.235
1.012,-0.089,-0.270,-4.639,18.188,-15.930
1.036,-0.019,-0.284,-7.324,15.442,-14.038
1.052,0.005,-0.285,-6.104,13.428,-13.428
1.046,-0.010,-0.271,0.305,8.240,-12.878
1.021,-0.044,-0.263,3.540,6.042,-11.292
1.002,-0.062,-0.260,5.981,5.127,-5.005
1.003,-0.024,-0.263,6.226,5.432,-2.808
1.005,-0.005,-0.263,8.423,5.005,-2.014
0.999,-0.029,-0.261,9.827,4.761,-2.014
1.001,-0.055,-0.264,9.399,5.005,-0.671
1.011,-0.072,-0.267,7.385,4.761,0.122
1.008,-0.065,-0.265,2.930,3.418,0.122
0.995,-0.056,-0.256,1.343,2.991,0.000
0.989,-0.049,-0.253,-1.282,3.174,1.221
0.992,-0.011,-0.253,-2.319,3.601,1.526
1.003,0.010,-0.256,-2.319,3.296,0.061
1.017,0.017,-0.259,-1.221,2.625,-0.977
1.011,0.002,-0.258,0.122,2.014,-1.465
1.003,-0.014,-0.254,1.160,2.014,-0.427
0.991,-0.021,-0.253,0.793,2.625,0.549
0.995,-0.015,-0.253,-0.244,3.601,1.343
1.001,-0.016,-0.254,-0.610,3.418,1.099
0.999,-0.019,-0.257,-1.587,2.869,1.343
1.003,-0.002,-0.261,-1.892,2.808,1.770
1.007,0.007,-0.260,-1.099,2.563,2.136
1.017,0.014,-0.259,-0.488,2.258,2.136
1.017,0.015,-0.259,0.610,1.404,1.770
1.014,0.010,-0.260,1.221,0.977,1.526
1.011,-0.001,-0.259,1.709,0.488,1.282
1.003,-0.014,-0.256,1.526,0.000,1.221
1.005,-0.008,-0.255,0.854,0.061,1.221
1.007,-0.001,-0.253,-0.427,0.244,0.488
1.003,-0.005,-0.252,-0.977,0.244,-0.061
1.000,-0.014,-0.251,-2.319,0.305,-0.549
0.994,-0.014,-0.251,-3.113,0.549,-0.427
0.998,-0.002,-0.251,-3.601,1.099,-0.061
1.008,0.016,-0.253,-3.052,1.099,-0.244
1.010,0.013,-0.254,-1.465,0.366,-1.038
1.001,-0.010,-0.249,-0.916,-0.122,-1.221
0.993,-0.021,-0.246,-1.221,-0.183,-0.793
0.984,-0.011,-0.245,-1.831,0.244,-0.427
0.989,0.006,-0.249,-2.136,1.099,-0.488
1.003,0.011,-0.254,-1.465,1.099,-1.099
1.001,-0.005,-0.254,-0.305,0.977,-1.099
0.996,-0.026,-0.255,-0.549,1.343,-0.183
1.000,-0.016,-0.258,-1.648,1.770,1.404
1.008,0.010,-0.261,-1.526,1.465,1.343
1.006,0.008,-0.263,-1.038,1.038,0.793
1.002,-0.001,-0.263,-0.366,0.549,-0.061
1.001,-0.010,-0.261,-0.427,0.488,0.122
1.005,-0.002,-0.261,-0.549,0.244,0.671
1.003,0.006,-0.260,-0.244,0.000,0.427
1.001,-0.005,-0.258,0.305,-0.427,-0.305
0.995,-0.033,-0.255,-0.061,-0.427,-0.122
0.992,-0.030,-0.254,-1.892,0.061,1.160
1.006,0.002,-0.258,-2.502,0.305,1.404
1.009,0.008,-0.259,-2.197,-0.305,0.488
1.002,-0.010,-0.257,-1.892,-0.488,0.305
1.000,-0.019,-0.255,-2.502,-0.244,1.282
0.987,-0.007,-0.255,-3.113,0.061,1.892
0.988,0.008,-0.258,-3.235,0.610,2.014
1.000,0.020,-0.260,-2.625,0.610,1.404
1.002,0.008,-0.258,-1.892,0.549,0.610
1.003,-0.009,-0.256,-1.770,0.244,0.122
0.999,-0.018,-0.258,-2.563,0.122,0.488
1.001,-0.006,-0.261,-3.845,0.061,0.977
1.015,0.013,-0.265,-3.845,-0.183,0.671
1.016,0.009,-0.263,-3.357,-1.221,-0.183
1.005,-0.008,-0.256,-3.418,-1.648,-0.305
0.997,-0.005,-0.255,-4.028,-1.770,0.244
0.994,0.012,-0.255,-3.906,-1.465,0.427
0.999,0.013,-0.255,-2.441,-1.099,-0.061
1.000,-0.008,-0.254,-1.831,-1.160,-0.122
1.003,-0.017,-0.251,-2.136,-1.282,0.488
0.996,-0.020,-0.244,-2.747,-1.465,0.793
0.989,-0.018,-0.244,-3.601,-1.221,1.343
0.985,-0.009,-0.247,-3.845,-0.549,1.831
0.991,-0.002,-0.250,-4.089,0.183,2.136
1.007,0.006,-0.255,-3.906,0.916,2.014
1.011,0.004,-0.256,-3.662,0.610,1.648
1.009,-0.000,-0.256,-3.296,-0.183,1.404
1.001,-0.002,-0.253,-3.357,-0.427,1.648
1.000,0.002,-0.253,-3.113,-0.366,1.953
1.002,0.009,-0.255,-2.869,-0.305,1.831
1.004,0.008,-0.255,-2.563,-0.610,1.160
1.003,0.001,-0.254,-2.502,-0.854,0.793
1.002,0.001,-0.252,-2.625,-1.099,0.732
1.003,0.008,-0.250,-2.625,-0.977,0.854
1.000,0.011,-0.249,-2.136,-0.793,0.854
0.999,0.013,-0.248,-1.709,-0.671,0.671
1.000,0.006,-0.248,-1.282,-0.610,0.488
0.996,-0.013,-0.246,-1.038,-0.427,0.610
0.990,-0.014,-0.247,-1.404,-0.183,1.038

1.029,0.193,-0.340,122.253,-13.306,-27.527
1.006,0.147,-0.348,149.231,-18.616,-28.015
0.974,0.098,-0.358,159.363,-19.043,-26.184
0.996,0.135,-0.371,177.185,-19.592,-26.428
1.010,0.176,-0.403,187.866,-21.912,-28.992
0.991,0.156,-0.415,210.022,-25.696,-32.043
0.967,0.094,-0.432,219.727,-26.245,-31.250
0.960,0.076,-0.439,234.741,-27.039,-29.297
0.962,0.045,-0.448,240.356,-27.283,-29.480
0.961,0.022,-0.446,247.864,-27.405,-29.114
0.953,-0.043,-0.439,249.695,-27.710,-27.222
0.940,-0.072,-0.437,249.939,-27.344,-24.475
0.959,-0.050,-0.435,245.789,-23.865,-17.761
0.992,-0.025,-0.433,243.347,-22.339,-15.808
1.022,-0.109,-0.405,239.197,-20.386,-17.212
1.001,-0.196,-0.382,234.314,-20.203,-16.724
0.955,-0.271,-0.353,211.853,-15.381,-9.644
0.913,-0.326,-0.289,194.763,-9.277,-7.263
0.932,-0.322,-0.268,156.067,1.404,-7.568
0.971,-0.362,-0.252,136.169,4.944,-9.827
0.964,-0.405,-0.249,92.468,10.193,-14.404
0.950,-0.447,-0.243,67.993,13.306,-15.259
0.967,-0.408,-0.247,19.653,17.883,-15.747
1.002,-0.237,-0.264,0.610,18.372,-16.052
1.004,-0.141,-0.275,-20.630,17.395,-17.334
1.016,0.006,-0.283,-23.804,16.785,-17.944
1.025,0.037,-0.286,-20.447,14.404,-18.433
1.033,0.048,-0.290,-16.479,12.512,-17.395
1.036,0.043,-0.291,-8.240,8.240,-13.000
1.030,0.031,-0.288,-4.517,6.287,-11.230
1.027,0.022,-0.282,-1.160,4.822,-10.071
1.028,-0.032,-0.276,3.418,3.479,-8.667
1.019,-0.059,-0.278,3.723,2.808,-7.507
1.006,-0.063,-0.279,1.099,1.709,-3.113
1.001,-0.021,-0.271,-0.122,1.587,-1.648
1.007,-0.020,-0.264,-0.366,1.038,-1.770
0.988,-0.070,-0.249,-0.916,0.610,-1.587
0.969,-0.079,-0.246,-5.127,1.221,0.732
0.980,0.003,-0.250,-7.507,1.953,1.587
1.006,0.049,-0.251,-6.653,1.282,-0.427
1.006,0.038,-0.243,-3.845,0.122,-2.319
0.996,0.002,-0.240,-0.183,0.427,-2.258
1.005,-0.016,-0.246,-0.366,1.404,-0.549
1.015,0.003,-0.250,-1.221,1.831,0.732
1.013,0.011,-0.249,-0.854,1.221,-0.122
1.002,-0.009,-0.248,-0.488,0.732,-0.977
0.991,-0.036,-0.248,-1.831,1.587,-0.549
0.997,-0.029,-0.250,-3.296,2.441,0.366
1.001,-0.014,-0.252,-5.249,2.747,0.854
1.011,0.010,-0.255,-5.371,2.380,0.488
1.018,0.009,-0.257,-4.517,0.610,-0.488
1.012,-0.001,-0.252,-3.967,-0.427,-0.671
1.009,-0.010,-0.248,-3.357,-1.343,-0.183
1.005,-0.025,-0.246,-3.601,-1.465,0.366
1.002,-0.023,-0.245,-4.883,-1.709,1.587
1.003,0.001,-0.244,-5.371,-1.648,1.831
1.006,0.007,-0.242,-5.066,-1.404,1.404
1.001,-0.013,-0.236,-4.761,-1.282,1.282
0.994,-0.021,-0.234,-5.310,-0.671,2.197
0.998,0.005,-0.236,-5.859,-0.122,2.625
1.006,0.021,-0.239,-5.371,0.000,1.892
1.007,0.020,-0.239,-4.272,-0.427,1.282
1.003,0.009,-0.236,-2.380,-0.854,0.854
0.997,-0.011,-0.230,-2.075,-0.732,1.038
0.992,-0.014,-0.231,-2.136,-0.549,1.282
0.997,-0.008,-0.238,-2.991,0.366,1.770
1.005,-0.004,-0.242,-3.479,0.671,2.075
1.009,0.000,-0.245,-3.967,0.488,2.075
1.002,0.003,-0.243,-4.089,0.366,1.892
0.996,0.000,-0.243,-4.456,0.916,1.953
0.993,-0.000,-0.246,-4.761,1.404,2.136
0.996,0.006,-0.250,-5.249,1.953,1.953
1.005,0.016,-0.256,-5.188,1.892,1.526
1.011,0.014,-0.257,-4.639,1.465,0.854
1.017,-0.005,-0.257,-4.578,1.038,0.793
1.016,-0.009,-0.257,-5.493,0.183,0.977
1.014,0.005,-0.257,-6.042,-0.305,0.977
1.011,0.013,-0.256,-6.226,-0.854,0.854
1.009,0.016,-0.253,-5.554,-1.709,0.549
1.008,0.005,-0.248,-5.066,-1.831,0.488
1.005,-0.002,-0.244,-4.944,-1.953,0.549
0.997,-0.008,-0.240,-5.127,-1.953,0.671
0.992,-0.006,-0.242,-5.554,-1.465,1.221
1.001,0.008,-0.243,-5.615,-1.160,1.465
1.006,0.010,-0.242,-5.188,-1.099,0.793
1.000,-0.008,-0.236,-5.066,-1.099,0.427
0.997,-0.017,-0.234,-5.981,-0.244,0.916
1.004,-0.013,-0.242,-6.775,0.183,1.282
1.009,-0.000,-0.245,-7.568,-0.122,1.221
1.015,0.016,-0.245,-7.324,-0.610,0.732
1.012,0.013,-0.244,-6.470,-1.282,-0.183
1.002,-0.006,-0.241,-6.348,-1.282,-0.427
0.999,-0.012,-0.240,-6.653,-1.099,-0.366
1.006,0.004,-0.240,-7.629,-0.854,-0.183
1.013,0.013,-0.242,-7.568,-0.977,-0.305
1.010,0.011,-0.241,-6.165,-1.892,-1.099
1.006,0.001,-0.238,-5.432,-2.075,-1.221
0.999,-0.008,-0.236,-5.005,-1.831,-0.427
0.991,-0.012,-0.233,-5.188,-1.404,0.122
0.996,-0.007,-0.234,-5.371,-0.793,0.549
1.002,-0.001,-0.234,-5.188,-0.793,0.610
0.998,-0.006,-0.233,-4.944,-0.549,0.793
0.995,-0.019,-0.233,-5.127,-0.061,1.160
0.995,-0.019,-0.234,-6.042,0.610,2.014
1.001,0.005,-0.238,-6.409,0.732,2.075
1.009,0.014,-0.240,-5.859,0.305,1.221
1.006,-0.004,-0.237,-5.249,0.000,0.854
1.001,-0.021,-0.234,-5.493,0.488,1.465
0.996,-0.028,-0.236,-6.531,0.977,2.197
1.002,-0.013,-0.241,-8.667,1.404,2.686
1.016,0.013,-0.245,-8.789,1.099,2.075
1.016,0.005,-0.244,-7.874,0.244,0.610
1.007,-0.031,-0.240,-7.996,0.183,0.793
1.000,-0.031,-0.240,-8.850,0.305,1.526
1.005,0.020,-0.245,-10.681,0.610,2.625
1.015,0.040,-0.245,-10.193,0.427,2.197
1.020,0.040,-0.244,-6.836,-0.671,0.183
1.010,-0.000,-0.237,-5.493,-1.099,-0.366
1.003,-0.018,-0.235,-5.249,-0.977,0.488

1.041,0.263,-0.412,179.138,-15.869,-33.020
1.055,0.275,-0.437,208.374,-24.475,-39.490
1.003,0.083,-0.448,222.046,-28.442,-39.856
0.954,-0.035,-0.438,235.291,-29.907,-34.363
0.878,-0.085,-0.440,235.352,-27.893,-30.457
0.909,-0.018,-0.454,235.291,-22.278,-28.687
1.007,-0.008,-0.469,238.647,-21.790,-30.396
0.996,-0.098,-0.460,242.859,-24.597,-26.367
0.922,-0.193,-0.437,239.319,-23.437,-19.836
0.939,-0.135,-0.433,227.600,-17.273,-10.254
1.030,-0.041,-0.419,224.670,-15.686,-10.132
1.034,-0.101,-0.405,223.206,-15.686,-10.681
0.988,-0.243,-0.377,212.341,-15.076,-5.249
0.975,-0.240,-0.354,200.439,-12.756,0.000
0.989,-0.225,-0.326,171.753,-5.676,2.930
1.007,-0.319,-0.281,156.738,-3.235,-0.854
0.968,-0.409,-0.262,117.249,-1.587,-7.263
0.919,-0.507,-0.224,91.675,1.038,-7.751
0.933,-0.483,-0.221,37.781,6.531,-8.118
0.952,-0.288,-0.236,15.198,8.057,-7.874
0.977,-0.164,-0.247,-11.963,12.451,-8.789
1.043,0.012,-0.254,-16.785,12.695,-10.620
1.040,0.031,-0.247,-16.052,8.911,-12.817
0.980,0.023,-0.240,-14.343,7.446,-11.292
0.996,0.036,-0.245,-13.000,7.751,-8.179
1.066,0.066,-0.258,-9.399,8.179,-3.662
1.045,0.052,-0.252,-6.714,5.920,-3.479
1.001,0.035,-0.244,-3.418,3.784,-2.563
1.003,0.044,-0.248,-2.930,5.371,-2.197
1.033,0.046,-0.254,-1.465,6.287,-4.333
1.034,0.002,-0.251,-0.977,5.066,-5.310
1.024,-0.013,-0.251,-3.113,3.296,-4.883
1.022,0.026,-0.250,-4.822,2.258,-4.700
1.015,0.050,-0.246,-4.639,-0.366,-6.897
0.992,0.035,-0.233,-3.113,-1.099,-8.240
0.988,0.006,-0.229,-1.343,-0.366,-8.118
0.980,-0.020,-0.226,-1.953,0.671,-6.531
0.983,-0.007,-0.229,-3.479,2.869,-3.174
0.991,0.026,-0.232,-3.357,3.357,-2.441
0.995,0.028,-0.231,-2.502,3.540,-2.258
0.994,0.017,-0.231,-0.610,3.967,-2.319
0.998,-0.003,-0.241,-0.366,4.272,-1.953
1.003,-0.001,-0.247,-0.671,4.211,-1.160
1.009,-0.001,-0.256,-0.671,3.662,-1.160
1.004,-0.011,-0.255,-0.793,2.502,-1.221
0.994,-0.014,-0.253,-1.343,2.686,-0.793
1.002,-0.001,-0.257,-2.686,3.235,-0.244
1.014,0.015,-0.260,-2.625,2.808,-0.427
1.012,0.012,-0.260,-2.258,1.648,-1.038
1.017,0.006,-0.262,-2.258,1.160,-1.038
1.019,0.007,-0.260,-1.953,0.122,-0.732
1.021,-0.003,-0.254,-1.709,-0.427,-0.488
1.014,-0.014,-0.250,-2.258,-1.282,0.488
0.999,-0.020,-0.241,-3.174,-1.221,1.160
0.995,-0.011,-0.242,-4.211,-1.038,1.709
0.995,0.018,-0.247,-5.859,-0.244,1.648
1.002,0.026,-0.248,-6.042,0.061,0.916
1.008,0.022,-0.246,-5.188,-0.061,-0.854
1.003,-0.007,-0.242,-5.066,-0.183,-0.854
1.002,-0.012,-0.241,-6.409,0.000,0.427
1.006,0.008,-0.241,-7.080,-0.122,0.916
1.008,0.017,-0.242,-6.775,-0.610,0.610
1.008,0.013,-0.243,-6.104,-0.977,0.427
1.002,0.003,-0.241,-5.005,-1.465,0.793
0.992,-0.006,-0.241,-4.883,-1.282,1.404
0.991,-0.003,-0.243,-5.310,-0.549,2.563
1.002,0.012,-0.248,-5.615,-0.305,2.502
1.008,0.019,-0.250,-5.737,-0.366,1.953
1.012,0.012,-0.246,-5.432,-1.160,0.549
1.008,-0.001,-0.242,-5.249,-1.404,0.244
1.000,-0.014,-0.240,-6.104,-1.099,1.099
0.989,-0.010,-0.240,-7.019,-0.610,1.831
0.994,0.006,-0.242,-8.423,0.427,2.319
1.016,0.024,-0.248,-8.301,0.610,1.648
1.020,0.018,-0.251,-7.507,-0.122,0.305
1.015,-0.000,-0.250,-7.446,-0.793,0.366
1.011,0.001,-0.247,-7.874,-1.526,1.160
1.010,0.023,-0.242,-7.935,-1.709,1.282
1.009,0.031,-0.240,-7.080,-2.014,0.244
1.008,0.020,-0.236,-6.348,-2.197,-0.610
1.005,0.005,-0.233,-5.859,-2.380,-1.221
0.990,-0.009,-0.229,-5.859,-2.197,-0.671
0.987,0.004,-0.230,-6.226,-1.587,0.061
0.991,0.024,-0.232,-5.737,-0.793,0.732
1.005,0.038,-0.231,-4.456,-0.671,0.183
1.005,0.021,-0.229,-1.831,-0.366,-0.916
0.995,-0.012,-0.227,-1.648,-0.061,-0.610
0.995,-0.006,-0.231,-2.808,0.793,0.488
1.011,0.023,-0.241,-2.869,0.671,0.488
1.013,0.026,-0.241,-1.404,-0.427,-0.488
1.007,-0.005,-0.235,-0.793,-0.549,-0.732
1.000,-0.020,-0.232,-1.648,0.183,0.305
0.995,-0.009,-0.235,-2.747,0.671,1.038
1.004,0.008,-0.238,-3.967,1.160,0.793
1.012,0.002,-0.239,-3.906,0.916,0.000
1.003,-0.015,-0.238,-4.028,0.549,-0.427
0.994,-0.023,-0.236,-5.493,1.099,0.427
0.997,0.003,-0.239,-6.409,1.770,0.916
1.008,0.016,-0.241,-6.531,2.014,0.427
1.014,0.001,-0.240,-5.981,1.587,-0.244
1.006,-0.018,-0.237,-6.287,0.916,-0.122
0.994,-0.020,-0.241,-7.324,1.038,0.793
1.004,-0.001,-0.246,-8.850,1.099,1.587
1.023,0.016,-0.249,-8.728,0.488,0.854
1.015,0.001,-0.246,-8.301,-0.610,-0.854
1.001,-0.030,-0.242,-8.972,-0.488,-0.549
1.003,-0.022,-0.245,-11.292,0.000,1.343
1.007,0.009,-0.245,-11.780,-0.061,1.709
1.002,0.007,-0.244,-11.536,-0.061,1.465
0.994,-0.002,-0.243,-11.230,0.549,1.587
0.998,0.003,-0.247,-11.414,0.977,2.014
1.005,0.018,-0.250,-11.047,0.671,1.648
1.008,0.032,-0.246,-10.010,0.122,0.793
1.006,0.018,-0.242,-7.507,-0.366,-0.244
1.003,-0.018,-0.240,-7.202,-0.244,0.122
1.003,-0.017,-0.243,-8.118,-0.122,1.526
1.017,0.016,-0.251,-8.301,-0.427,1.770
1.022,0.027,-0.251,-6.775,-1.892,0.916
1.009,0.014,-0.243,-5.615,-2.441,0.305

